destinationAirport,isBasicEconomy,isNonStop,baseFare,seatsRemaining,totalTravelDistance,totalTravelDuration,weeknum,time_of_departure,time_of_arrival,no_airlines,no_layovers,segmentsCabinCode_1
-1.5841258014203776,-0.30687252505564416,1.420839293224889,-0.6012077189917966,1.3046771507984907,-0.5940714791250349,-0.9770832995522428,-2.0120376778055507,-0.9185305009648096,-1.144429615557497,-0.2775753208595137,-1.236270676357937,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,1.420839293224889,-0.6012077189917966,-0.39203661035068027,-0.5940714791250349,-0.9717308671417618,-2.0120376778055507,0.22150262601364154,-1.144429615557497,-0.2775753208595137,-1.236270676357937,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,1.420839293224889,-0.6012077189917966,1.3046771507984907,-0.5940714791250349,-0.9717308671417618,-2.0120376778055507,-0.9185305009648096,-1.144429615557497,-0.2775753208595137,-1.236270676357937,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,1.420839293224889,-0.6012077189917966,0.9653343985686564,-0.5940714791250349,-0.9610260023207996,-2.0120376778055507,-0.9185305009648096,0.942226868771508,-0.2775753208595137,-1.236270676357937,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,1.420839293224889,-0.6012077189917966,1.3046771507984907,-0.5940714791250349,-0.9503211374998375,-2.0120376778055507,-0.9185305009648096,-1.144429615557497,-0.2775753208595137,-1.236270676357937,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,-0.7038093644850523,-0.6239756656969014,-0.7313793625805144,-0.5688567314105921,-0.6559373549233783,-2.0120376778055507,-0.9185305009648096,-1.144429615557497,-0.2775753208595137,0.42795327507242276,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,-0.7038093644850523,-0.6239756656969014,-0.7313793625805144,-0.5688567314105921,-0.3133816806525895,-2.0120376778055507,-0.9185305009648096,-1.144429615557497,-0.2775753208595137,0.42795327507242276,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,-0.7038093644850523,-0.6239756656969014,0.6259916463388223,-0.5688567314105921,-0.23844762690585444,-2.0120376778055507,0.22150262601364154,-1.144429615557497,-0.2775753208595137,0.42795327507242276,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,-0.7038093644850523,-0.6239756656969014,0.6259916463388223,-0.5688567314105921,0.11481291218589655,-2.0120376778055507,0.22150262601364154,-1.144429615557497,-0.2775753208595137,0.42795327507242276,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,-0.7038093644850523,-0.6239756656969014,-1.4100648670401827,-0.5940714791250349,-0.4846595177879839,-2.0120376778055507,0.22150262601364154,-1.144429615557497,-0.2775753208595137,0.42795327507242276,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,-0.7038093644850523,-0.6239756656969014,-0.7313793625805144,0.439733177167121,-0.16886600556960046,-2.0120376778055507,-0.9185305009648096,0.942226868771508,-0.2775753208595137,0.42795327507242276,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,-0.7038093644850523,-0.6239756656969014,-0.05269385812084607,0.439733177167121,-0.0939319518228654,-2.0120376778055507,1.3615357529920926,0.942226868771508,-0.2775753208595137,0.42795327507242276,-0.06920429175602236
-1.5841258014203776,-0.30687252505564416,-0.7038093644850523,-0.6239756656969014,-0.7313793625805144,0.439733177167121,0.3289102086051396,-2.0120376778055507,-0.9185305009648096,0.942226868771508,-0.2775753208595137,0.42795327507242276,-0.06920429175602236
