destinationAirport,isBasicEconomy,isNonStop,baseFare,seatsRemaining,totalTravelDistance,totalTravelDuration,weeknum,time_of_departure,time_of_arrival,no_airlines,no_layovers,segmentsCabinCode_1
BOS,0,1,217,9,947,149,15,Mid-Day,Mid-Day,1,1,coach
BOS,0,1,217,4,947,150,15,Morning,Mid-Day,1,1,coach
BOS,0,1,217,9,947,150,15,Mid-Day,Mid-Day,1,1,coach
BOS,0,1,217,8,947,152,15,Mid-Day,Night,1,1,coach
BOS,0,1,217,9,947,154,15,Mid-Day,Mid-Day,1,1,coach
BOS,0,0,213,3,956,252,15,Mid-Day,Mid-Day,1,2,coach
BOS,0,0,213,3,956,318,15,Mid-Day,Mid-Day,1,2,coach
BOS,0,0,213,7,956,332,15,Morning,Mid-Day,1,2,coach
BOS,0,0,213,7,956,398,15,Morning,Mid-Day,1,2,coach
BOS,0,0,213,1,947,286,15,Morning,Mid-Day,1,2,coach
BOS,0,0,213,3,1462,345,15,Mid-Day,Night,1,2,coach
BOS,0,0,213,5,1462,359,15,Night,Night,1,2,coach
BOS,0,0,213,3,1462,438,15,Mid-Day,Night,1,2,coach
BOS,0,0,213,2,1462,490,15,Morning,Mid-Day,1,2,coach
BOS,0,0,260,1,956,257,15,Night,Night,1,2,coach
BOS,0,0,260,1,956,276,15,Mid-Day,Mid-Day,1,2,coach
BOS,0,0,260,1,956,285,15,Night,Night,1,2,coach
BOS,0,0,260,1,956,362,15,Mid-Day,Night,1,2,coach
BOS,0,0,260,1,956,374,15,Night,Night,1,2,coach
BOS,1,0,258,9,947,586,15,Night,Morning,1,2,coach
BOS,1,0,258,9,947,661,15,Night,Mid-Day,1,2,coach
BOS,1,0,258,9,947,677,15,Night,Morning,1,2,coach
BOS,0,0,274,1,1462,377,15,Mid-Day,Night,1,2,coach
BOS,0,0,274,1,1462,385,15,Night,Morning,1,2,coach
BOS,0,1,292,9,947,152,15,Night,Night,1,1,coach
BOS,0,1,357,9,947,153,15,Mid-Day,Night,1,1,coach
BOS,0,1,357,2,947,155,15,Night,Night,1,1,coach
BOS,0,0,356,1,947,280,15,Night,Night,1,2,coach
BOS,0,0,356,1,947,325,15,Mid-Day,Night,1,2,coach
BOS,0,0,453,1,947,326,15,Mid-Day,Night,1,2,coach
CLT,0,0,338,1,1192,385,15,Mid-Day,Night,1,2,coach
CLT,0,0,339,2,868,263,15,Morning,Mid-Day,1,2,coach
CLT,0,1,357,6,228,68,15,Night,Night,1,1,coach
CLT,0,1,357,6,228,70,15,Night,Night,1,1,coach
CLT,0,1,357,9,228,71,15,Night,Morning,1,1,coach
CLT,0,1,357,9,228,71,15,Mid-Day,Mid-Day,1,1,coach
CLT,0,1,357,4,228,73,15,Mid-Day,Mid-Day,1,1,coach
CLT,0,1,357,9,228,74,15,Morning,Mid-Day,1,1,coach
CLT,0,1,357,3,228,74,15,Night,Night,1,1,coach
CLT,0,1,357,4,228,77,15,Mid-Day,Night,1,1,coach
CLT,0,1,357,7,228,81,15,Morning,Mid-Day,1,1,coach
CLT,0,1,357,1,228,82,15,Night,Night,1,1,coach
CLT,0,1,357,3,228,86,15,Mid-Day,Mid-Day,1,1,coach
CLT,0,1,357,4,228,90,15,Mid-Day,Mid-Day,1,1,coach
CLT,0,0,349,1,1192,657,15,Morning,Night,1,2,coach
CLT,0,0,436,1,1307,306,15,Mid-Day,Night,1,2,coach
CLT,0,0,436,1,1307,352,15,Night,Night,1,2,coach
CLT,0,0,436,1,1307,508,15,Mid-Day,Night,1,2,coach
CLT,0,0,436,1,1307,588,15,Mid-Day,Night,1,2,coach
CLT,0,0,436,1,1307,731,15,Mid-Day,Night,1,2,coach
CLT,0,0,482,7,1675,528,15,Mid-Day,Night,1,2,coach
CLT,0,1,506,1,228,86,15,Mid-Day,Mid-Day,1,1,coach
CLT,0,0,528,1,1307,720,15,Night,Mid-Day,1,2,coach
DEN,0,1,262,9,1207,192,15,Mid-Day,Mid-Day,1,1,coach
DEN,0,1,262,9,1207,194,15,Mid-Day,Mid-Day,1,1,coach
DEN,0,1,262,2,1207,197,15,Night,Night,1,1,coach
DEN,0,1,262,9,1207,197,15,Night,Night,1,1,coach
DEN,0,1,262,5,1207,197,15,Night,Night,1,1,coach
DEN,0,1,262,9,1207,198,15,Mid-Day,Mid-Day,1,1,coach
DEN,0,1,262,9,1207,199,15,Mid-Day,Night,1,1,coach
DEN,0,1,262,3,1207,200,15,Night,Night,1,1,coach
DEN,0,1,262,9,1207,201,15,Mid-Day,Mid-Day,1,1,coach
DEN,0,1,262,5,1207,201,15,Mid-Day,Mid-Day,1,1,coach
DEN,0,1,262,1,1207,205,15,Mid-Day,Mid-Day,1,1,coach
DEN,0,0,262,1,1574,337,15,Mid-Day,Mid-Day,1,2,coach
DEN,0,0,262,7,1574,360,15,Morning,Mid-Day,1,2,coach
DEN,0,0,262,7,1574,502,15,Morning,Mid-Day,1,2,coach
DEN,0,0,262,7,1375,322,15,Mid-Day,Night,1,2,coach
DEN,0,0,262,7,1375,323,15,Mid-Day,Mid-Day,1,2,coach
DEN,0,0,262,7,1375,342,15,Mid-Day,Mid-Day,1,2,coach
DEN,0,0,262,7,1375,356,15,Morning,Mid-Day,1,2,coach
DEN,0,0,262,7,1503,385,15,Night,Night,1,2,coach
DEN,0,0,262,4,1567,389,15,Night,Night,1,2,coach
DEN,0,0,262,6,1567,389,15,Mid-Day,Night,1,2,coach
DEN,0,0,262,3,2014,402,15,Morning,Mid-Day,1,2,coach
DEN,0,0,262,7,1375,431,15,Mid-Day,Night,1,2,coach
DEN,0,0,262,7,1375,445,15,Mid-Day,Night,1,2,coach
DEN,0,0,262,7,1375,448,15,Mid-Day,Mid-Day,1,2,coach
DEN,0,0,262,3,1567,458,15,Mid-Day,Night,1,2,coach
DEN,0,0,262,7,1375,462,15,Morning,Mid-Day,1,2,coach
DEN,0,0,262,4,2383,512,15,Night,Morning,1,2,coach
DEN,0,0,262,3,2014,541,15,Morning,Mid-Day,1,2,coach
DEN,0,0,357,1,2014,426,15,Mid-Day,Mid-Day,1,2,coach
DEN,0,0,493,4,1948,445,15,Morning,Mid-Day,1,2,coach
DFW,0,1,174,9,725,133,15,Mid-Day,Mid-Day,1,1,coach
DFW,0,1,174,1,725,135,15,Night,Night,1,1,coach
DFW,0,1,174,9,725,136,15,Mid-Day,Night,1,1,coach
DFW,0,1,174,8,725,136,15,Mid-Day,Mid-Day,1,1,coach
DFW,0,1,174,1,725,138,15,Night,Morning,1,1,coach
DFW,0,1,174,4,725,141,15,Mid-Day,Mid-Day,1,1,coach
DFW,0,1,174,9,725,141,15,Night,Night,1,1,coach
DFW,0,1,174,6,725,142,15,Mid-Day,Mid-Day,1,1,coach
DFW,0,1,174,9,725,142,15,Mid-Day,Mid-Day,1,1,coach
DFW,0,1,174,7,725,143,15,Morning,Morning,1,1,coach
DFW,0,1,174,7,725,149,15,Mid-Day,Mid-Day,1,1,coach
DFW,0,1,174,3,725,150,15,Night,Night,1,1,coach
DFW,0,1,174,7,725,151,15,Mid-Day,Mid-Day,1,1,coach
DFW,0,1,174,7,725,155,15,Mid-Day,Mid-Day,1,1,coach
DFW,0,0,174,6,1158,336,15,Morning,Mid-Day,1,2,coach
DFW,0,0,174,2,1158,471,15,Morning,Mid-Day,1,2,coach
DFW,0,0,174,7,924,271,15,Mid-Day,Night,1,2,coach
DFW,0,0,174,1,924,283,15,Night,Night,1,2,coach
DFW,0,0,174,4,924,292,15,Mid-Day,Mid-Day,1,2,coach
DFW,0,0,174,1,1399,370,15,Morning,Mid-Day,1,2,coach
DFW,0,0,174,1,924,398,15,Mid-Day,Night,1,2,coach
DFW,0,0,174,4,924,408,15,Mid-Day,Night,1,2,coach
DFW,0,0,174,2,1399,457,15,Mid-Day,Night,1,2,coach
DFW,0,1,221,9,725,143,15,Night,Night,1,1,coach
DFW,0,1,227,2,725,153,15,Night,Night,1,1,coach
DFW,0,1,245,3,725,136,15,Night,Night,1,1,coach
DFW,0,0,274,1,924,317,15,Morning,Mid-Day,1,2,coach
DFW,0,1,292,2,725,141,15,Night,Night,1,1,coach
DTW,0,0,174,2,733,407,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,174,1,840,287,15,Morning,Mid-Day,1,2,coach
DTW,0,0,174,1,840,307,15,Night,Night,1,2,coach
DTW,0,0,174,1,1749,362,15,Morning,Mid-Day,1,2,coach
DTW,0,0,174,2,1247,383,15,Mid-Day,Night,1,2,coach
DTW,0,0,174,1,840,406,15,Morning,Mid-Day,1,2,coach
DTW,0,0,174,5,1720,422,15,Mid-Day,Night,1,2,coach
DTW,0,0,174,2,1720,531,15,Mid-Day,Night,1,2,coach
DTW,0,0,227,4,1247,295,15,Morning,Mid-Day,1,2,coach
DTW,0,0,227,5,1247,385,15,Morning,Mid-Day,1,2,coach
DTW,0,0,255,1,840,344,15,Night,Night,1,2,coach
DTW,0,0,255,1,840,428,15,Mid-Day,Night,1,2,coach
DTW,0,0,269,7,1247,308,15,Night,Night,1,2,coach
DTW,0,0,273,1,733,226,15,Night,Night,1,2,coach
DTW,0,0,273,2,733,232,15,Night,Night,1,2,coach
DTW,0,0,273,1,733,245,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,348,2,840,368,15,Mid-Day,Night,1,2,coach
DTW,0,0,373,4,1402,585,15,Night,Mid-Day,1,2,coach
DTW,0,0,373,4,1402,645,15,Night,Mid-Day,1,2,coach
DTW,0,0,373,4,1402,705,15,Night,Mid-Day,1,2,coach
DTW,0,0,373,6,1402,722,15,Night,Mid-Day,1,2,coach
DTW,0,0,379,6,840,274,15,Mid-Day,Night,2,2,coach
DTW,0,0,379,3,840,296,15,Mid-Day,Night,2,2,coach
DTW,0,0,379,2,840,336,15,Morning,Mid-Day,2,2,coach
DTW,0,0,382,9,1358,513,15,Mid-Day,Morning,1,2,coach
DTW,0,0,382,5,1358,655,15,Night,Mid-Day,1,2,coach
DTW,0,0,382,1,1358,728,15,Mid-Day,Morning,1,2,coach
DTW,0,0,393,2,1247,607,15,Mid-Day,Night,1,2,coach
DTW,0,0,431,9,1247,337,15,Night,Night,1,2,coach
DTW,0,0,435,1,1358,285,15,Mid-Day,Night,1,2,coach
DTW,0,0,435,9,1358,288,15,Night,Morning,1,2,coach
DTW,0,0,435,3,1358,346,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,435,9,1358,378,15,Night,Morning,1,2,coach
DTW,0,0,435,3,1358,401,15,Morning,Mid-Day,1,2,coach
DTW,0,0,435,9,1358,453,15,Night,Morning,1,2,coach
DTW,0,0,435,1,1358,595,15,Night,Mid-Day,1,2,coach
DTW,0,0,435,1,1358,648,15,Mid-Day,Morning,1,2,coach
DTW,0,1,450,9,604,111,15,Night,Morning,1,1,coach
DTW,0,1,450,9,604,112,15,Mid-Day,Night,1,1,coach
DTW,0,1,450,9,604,112,15,Morning,Mid-Day,1,1,coach
DTW,0,1,450,9,604,113,15,Night,Night,1,1,coach
DTW,0,1,450,9,604,113,15,Night,Night,1,1,coach
DTW,0,1,450,9,604,114,15,Mid-Day,Mid-Day,1,1,coach
DTW,0,1,450,9,604,114,15,Mid-Day,Mid-Day,1,1,coach
DTW,0,1,450,9,604,115,15,Mid-Day,Mid-Day,1,1,coach
DTW,0,0,439,9,649,419,15,Night,Morning,1,2,coach
DTW,0,0,447,3,1402,726,15,Mid-Day,Night,1,2,coach
DTW,0,0,453,9,1402,350,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,453,9,1402,415,15,Morning,Mid-Day,1,2,coach
DTW,0,0,453,4,1402,447,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,463,4,1358,475,15,Mid-Day,Night,1,2,coach
DTW,0,0,486,7,1247,525,15,Night,Morning,1,2,coach
DTW,0,0,486,9,1247,646,15,Night,Morning,1,2,coach
DTW,0,0,512,6,963,318,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,509,1,649,555,15,Night,Morning,1,2,coach
DTW,0,0,528,9,1640,489,15,Mid-Day,Night,1,2,coach
DTW,0,0,532,4,726,495,15,Night,Morning,1,2,coach
DTW,0,0,551,7,1685,659,15,Night,Morning,1,2,coach
DTW,0,0,565,9,1477,396,15,Mid-Day,Night,1,2,coach
DTW,0,0,565,9,1477,474,15,Mid-Day,Night,1,2,coach
DTW,0,0,568,2,675,489,15,Night,Morning,1,2,coach
DTW,0,0,582,4,1102,260,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,602,5,726,243,15,Morning,Mid-Day,1,2,coach
DTW,0,0,669,9,1331,290,15,Night,Night,1,2,coach
DTW,0,0,667,7,622,522,15,Mid-Day,Night,1,2,coach
DTW,0,0,702,1,782,661,15,Mid-Day,Night,2,4,coach
DTW,0,0,714,6,610,198,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,714,9,610,327,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,714,9,610,393,15,Mid-Day,Mid-Day,1,2,coach
DTW,0,0,760,9,769,312,15,Mid-Day,Night,1,2,coach
DTW,0,0,760,9,1037,596,15,Night,Morning,1,2,coach
EWR,0,1,171,7,762,129,15,Morning,Mid-Day,1,1,coach
EWR,0,1,175,9,762,116,15,Morning,Mid-Day,1,1,coach
EWR,0,1,175,5,762,121,15,Mid-Day,Mid-Day,1,1,coach
EWR,0,1,175,7,762,124,15,Night,Morning,1,1,coach
EWR,0,1,175,5,762,125,15,Mid-Day,Mid-Day,1,1,coach
EWR,0,1,175,9,762,127,15,Night,Night,1,1,coach
EWR,0,1,175,5,762,129,15,Night,Night,1,1,coach
EWR,0,1,175,6,762,131,15,Mid-Day,Night,1,1,coach
EWR,1,1,175,9,762,139,15,Night,Night,1,1,coach
EWR,1,1,175,9,762,148,15,Night,Night,1,1,coach
EWR,0,0,171,2,773,353,15,Morning,Mid-Day,1,2,coach
EWR,0,0,171,1,1320,343,15,Night,Night,1,2,coach
EWR,0,0,171,1,1320,381,15,Mid-Day,Night,1,2,coach
EWR,0,0,171,7,2105,460,15,Mid-Day,Night,1,2,coach
EWR,0,0,171,7,2105,516,15,Morning,Mid-Day,1,2,coach
EWR,0,0,171,7,2105,548,15,Mid-Day,Night,1,2,coach
EWR,0,0,171,7,2105,569,15,Mid-Day,Night,1,2,coach
EWR,1,0,175,6,1320,362,15,Morning,Mid-Day,1,2,coach
EWR,0,1,199,7,762,129,15,Morning,Mid-Day,1,1,coach
EWR,0,1,222,1,762,138,15,Mid-Day,Mid-Day,1,1,coach
EWR,0,1,222,1,762,139,15,Mid-Day,Night,1,1,coach
EWR,0,1,222,2,762,143,15,Night,Night,1,1,coach
EWR,0,1,222,1,762,155,15,Mid-Day,Night,1,1,coach
EWR,0,0,222,1,762,274,15,Morning,Mid-Day,1,2,coach
EWR,0,1,245,5,762,125,15,Mid-Day,Mid-Day,1,1,coach
EWR,0,1,245,9,762,126,15,Night,Night,1,1,coach
EWR,0,0,264,1,773,236,15,Night,Night,1,2,coach
EWR,0,0,264,1,773,238,15,Night,Night,1,2,coach
EWR,0,0,264,1,773,331,15,Mid-Day,Night,1,2,coach
IAD,0,1,226,1,541,108,15,Morning,Morning,1,1,coach
IAD,0,0,304,1,1078,689,15,Night,Mid-Day,1,3,coach
IAD,0,1,338,1,541,111,15,Mid-Day,Mid-Day,1,1,coach
IAD,0,1,338,1,541,111,15,Mid-Day,Mid-Day,1,1,coach
IAD,0,0,389,3,983,416,15,Mid-Day,Night,2,2,coach
IAD,0,0,389,3,983,524,15,Morning,Night,2,2,coach
IAD,0,1,413,1,541,111,15,Night,Night,1,1,coach
IAD,0,0,413,1,555,184,15,Night,Night,1,2,coach
IAD,0,0,413,1,555,297,15,Mid-Day,Mid-Day,1,2,coach
IAD,0,0,413,2,555,377,15,Morning,Mid-Day,1,2,coach
IAD,0,0,407,9,855,504,15,Night,Morning,2,2,coach
IAD,0,0,425,1,722,403,15,Mid-Day,Night,2,2,coach
IAD,0,0,425,1,722,594,15,Mid-Day,Night,2,2,coach
IAD,0,0,426,2,760,530,15,Night,Morning,2,2,coach
IAD,0,0,430,4,983,476,15,Mid-Day,Night,1,2,coach
IAD,0,1,450,8,541,97,15,Night,Morning,1,1,coach
IAD,0,1,450,5,541,98,15,Night,Night,1,1,coach
IAD,0,0,450,1,555,352,15,Mid-Day,Night,1,2,coach
IAD,0,0,444,2,921,487,15,Night,Morning,2,2,coach
IAD,0,0,463,1,722,488,15,Night,Morning,2,2,coach
IAD,0,0,505,3,983,638,15,Mid-Day,Night,1,2,coach
IAD,0,0,658,2,1224,742,15,Mid-Day,Night,3,4,coach
IAD,0,0,730,2,1224,441,15,Mid-Day,Night,3,4,coach
JFK,0,1,171,7,762,135,15,Mid-Day,Mid-Day,1,1,coach
JFK,0,1,171,5,762,138,15,Mid-Day,Night,1,1,coach
JFK,0,1,171,7,762,143,15,Night,Night,1,1,coach
JFK,0,0,171,1,773,399,15,Mid-Day,Mid-Day,1,2,coach
JFK,0,0,171,1,1320,411,15,Mid-Day,Night,1,2,coach
JFK,0,1,194,6,762,135,15,Mid-Day,Mid-Day,1,1,coach
JFK,0,1,194,6,762,143,15,Night,Night,1,1,coach
JFK,0,1,227,7,762,137,15,Mid-Day,Mid-Day,1,1,coach
JFK,0,1,245,3,762,135,15,Mid-Day,Mid-Day,1,1,coach
JFK,0,0,264,1,773,222,15,Night,Night,1,2,coach
JFK,0,0,264,1,773,237,15,Mid-Day,Mid-Day,1,2,coach
JFK,0,0,264,1,773,357,15,Mid-Day,Night,1,2,coach
JFK,0,1,301,2,762,137,15,Night,Night,1,1,coach
JFK,0,1,329,3,762,137,15,Morning,Mid-Day,1,1,coach
JFK,0,1,431,1,762,138,15,Night,Night,1,1,coach
JFK,0,0,486,2,762,473,15,Morning,Mid-Day,2,2,coach
JFK,0,0,510,4,1132,540,15,Morning,Mid-Day,2,3,coach
JFK,0,0,510,4,1132,795,15,Morning,Night,2,3,coach
JFK,0,0,532,9,967,513,15,Night,Morning,1,2,coach
JFK,0,0,532,2,857,538,15,Night,Mid-Day,1,2,coach
JFK,0,0,598,1,762,321,15,Mid-Day,Night,2,2,coach
JFK,0,0,598,1,762,555,15,Mid-Day,Night,2,2,coach
LAX,0,0,195,4,1955,750,15,Night,Morning,1,2,coach
LAX,0,0,195,4,1797,792,15,Night,Mid-Day,1,3,coach
LAX,0,0,310,3,2034,391,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,310,1,2051,487,15,Mid-Day,Night,1,2,coach
LAX,0,0,310,1,2055,494,15,Night,Night,1,2,coach
LAX,0,0,310,2,2055,563,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,310,7,2051,576,15,Mid-Day,Night,1,2,coach
LAX,0,0,322,1,2349,490,15,Morning,Mid-Day,1,2,coach
LAX,0,0,322,3,2349,576,15,Morning,Mid-Day,1,2,coach
LAX,0,0,322,1,1963,410,15,Mid-Day,Night,1,2,coach
LAX,0,0,322,2,1940,410,15,Night,Night,1,2,coach
LAX,0,0,322,7,1940,417,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,322,6,1931,420,15,Morning,Mid-Day,1,2,coach
LAX,0,0,322,7,1940,422,15,Morning,Mid-Day,1,2,coach
LAX,0,0,322,6,1931,451,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,322,4,1963,455,15,Morning,Mid-Day,1,2,coach
LAX,0,0,322,4,1954,467,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,322,4,1963,469,15,Mid-Day,Night,1,2,coach
LAX,0,0,322,7,2345,471,15,Night,Night,1,2,coach
LAX,0,0,322,7,2345,488,15,Mid-Day,Night,1,2,coach
LAX,0,0,322,7,1940,537,15,Morning,Mid-Day,1,2,coach
LAX,0,0,322,7,2345,559,15,Mid-Day,Night,1,2,coach
LAX,0,0,395,3,2055,412,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,400,5,2610,875,15,Night,Mid-Day,1,2,coach
LAX,0,1,450,9,1919,283,15,Night,Night,1,1,coach
LAX,0,1,450,9,1919,283,15,Night,Night,1,1,coach
LAX,0,1,450,9,1919,291,15,Mid-Day,Mid-Day,1,1,coach
LAX,0,0,437,1,2074,779,15,Night,Mid-Day,1,2,coach
LAX,0,0,450,9,2161,425,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,450,9,2161,426,15,Night,Night,1,2,coach
LAX,0,0,450,9,2161,540,15,Night,Night,1,2,coach
LAX,0,0,453,3,2610,542,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,469,2,2055,418,15,Night,Night,1,2,coach
LAX,0,0,472,1,2610,525,15,Mid-Day,Night,1,2,coach
LAX,0,0,494,5,2047,454,15,Night,Night,1,2,coach
LAX,0,0,494,4,2047,712,15,Night,Morning,1,2,coach
LAX,0,0,502,3,2610,520,15,Mid-Day,Night,1,2,coach
LAX,0,0,515,5,2082,672,15,Night,Morning,1,2,coach
LAX,0,1,543,7,1943,291,15,Night,Night,1,1,coach
LAX,0,1,543,7,1943,291,15,Night,Night,1,1,coach
LAX,0,1,543,9,1943,296,15,Morning,Mid-Day,1,1,coach
LAX,0,1,543,9,1943,296,15,Mid-Day,Night,1,1,coach
LAX,0,1,543,9,1943,297,15,Mid-Day,Night,1,1,coach
LAX,0,1,543,9,1943,297,15,Night,Night,1,1,coach
LAX,0,1,543,7,1943,297,15,Mid-Day,Mid-Day,1,1,coach
LAX,0,1,543,2,1943,298,15,Night,Night,1,1,coach
LAX,0,1,543,9,1943,298,15,Mid-Day,Mid-Day,1,1,coach
LAX,0,1,543,9,1943,300,15,Night,Morning,1,1,coach
LAX,0,1,543,9,1943,300,15,Mid-Day,Mid-Day,1,1,coach
LAX,0,1,543,7,1943,300,15,Night,Night,1,1,coach
LAX,0,1,543,5,1943,302,15,Night,Night,1,1,coach
LAX,0,0,645,6,2474,783,15,Night,Morning,1,2,coach
LAX,0,0,665,3,1990,430,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,665,5,1990,532,15,Mid-Day,Night,1,2,coach
LAX,0,0,714,6,2177,445,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,760,9,2442,455,15,Morning,Mid-Day,1,2,coach
LAX,0,0,760,8,2442,540,15,Morning,Mid-Day,1,2,coach
LAX,0,0,853,7,2442,477,15,Mid-Day,Mid-Day,1,2,coach
LAX,0,0,853,9,2442,768,15,Mid-Day,Night,1,2,coach
LAX,0,0,853,9,2442,850,15,Night,Mid-Day,1,2,coach
LGA,0,1,171,9,762,130,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,171,1,762,133,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,171,9,762,134,15,Morning,Mid-Day,1,1,coach
LGA,0,1,171,9,762,135,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,171,2,762,136,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,171,2,762,136,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,171,9,762,136,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,171,7,762,139,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,171,9,762,139,15,Night,Night,1,1,coach
LGA,0,1,171,7,762,139,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,171,1,762,142,15,Night,Night,1,1,coach
LGA,0,1,171,1,762,142,15,Night,Night,1,1,coach
LGA,0,0,171,5,773,314,15,Morning,Mid-Day,1,2,coach
LGA,0,0,171,5,773,389,15,Morning,Mid-Day,1,2,coach
LGA,0,0,171,1,1320,309,15,Morning,Mid-Day,1,2,coach
LGA,0,0,171,1,1320,339,15,Night,Night,1,2,coach
LGA,0,0,171,1,1320,351,15,Mid-Day,Night,1,2,coach
LGA,0,0,171,1,1320,365,15,Morning,Mid-Day,1,2,coach
LGA,0,0,171,7,2105,413,15,Mid-Day,Night,1,2,coach
LGA,0,0,171,7,2105,414,15,Morning,Mid-Day,1,2,coach
LGA,0,0,171,6,2105,464,15,Mid-Day,Night,1,2,coach
LGA,0,0,171,7,2105,470,15,Morning,Mid-Day,1,2,coach
LGA,0,0,171,7,2105,470,15,Mid-Day,Night,1,2,coach
LGA,0,0,171,7,2105,475,15,Mid-Day,Mid-Day,1,2,coach
LGA,0,0,171,1,1320,482,15,Morning,Mid-Day,1,2,coach
LGA,0,0,171,5,2105,522,15,Mid-Day,Night,1,2,coach
LGA,0,0,171,3,2105,534,15,Morning,Mid-Day,1,2,coach
LGA,0,0,171,7,2105,550,15,Mid-Day,Night,1,2,coach
LGA,0,0,171,3,2105,569,15,Mid-Day,Night,1,2,coach
LGA,0,0,171,5,2105,579,15,Mid-Day,Night,1,2,coach
LGA,0,1,213,5,762,131,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,213,1,762,132,15,Mid-Day,Mid-Day,1,1,coach
LGA,0,1,213,4,762,134,15,Night,Night,1,1,coach
LGA,0,1,213,1,762,136,15,Night,Night,1,1,coach
LGA,0,1,213,3,762,137,15,Mid-Day,Night,1,1,coach
LGA,0,1,227,7,762,127,15,Morning,Mid-Day,1,1,coach
LGA,0,1,227,7,762,127,15,Morning,Mid-Day,1,1,coach
LGA,0,1,254,6,762,132,15,Night,Night,1,1,coach
LGA,0,1,254,1,762,132,15,Night,Night,1,1,coach
LGA,0,0,254,1,762,246,15,Morning,Mid-Day,1,2,coach
LGA,0,0,254,1,1320,297,15,Mid-Day,Mid-Day,1,2,coach
LGA,0,0,254,1,1320,365,15,Mid-Day,Night,1,2,coach
LGA,0,0,254,1,1320,436,15,Mid-Day,Night,1,2,coach
LGA,0,0,329,1,762,267,15,Mid-Day,Mid-Day,1,2,coach
LGA,0,0,329,1,762,305,15,Mid-Day,Night,1,2,coach
LGA,0,0,329,1,762,335,15,Mid-Day,Night,1,2,coach
LGA,0,0,329,3,1320,345,15,Night,Night,1,2,coach
LGA,0,0,403,1,762,234,15,Night,Night,1,2,coach
LGA,0,1,1900,3,762,136,15,Night,Night,1,1,first
MIA,0,1,152,3,596,108,15,Mid-Day,Mid-Day,1,1,coach
MIA,0,1,152,7,596,112,15,Morning,Morning,1,1,coach
MIA,0,1,152,7,596,117,15,Mid-Day,Mid-Day,1,1,coach
MIA,0,1,152,5,596,121,15,Morning,Mid-Day,1,1,coach
MIA,0,1,171,1,596,118,15,Mid-Day,Mid-Day,1,1,coach
MIA,0,1,217,9,596,109,15,Night,Night,1,1,coach
MIA,0,1,217,2,596,112,15,Night,Morning,1,1,coach
MIA,0,1,282,3,596,120,15,Night,Night,1,1,coach
MIA,0,1,292,5,596,107,15,Night,Night,1,1,coach
MIA,0,1,292,5,596,108,15,Night,Night,1,1,coach
MIA,0,1,292,4,596,109,15,Mid-Day,Mid-Day,1,1,coach
MIA,0,1,292,1,596,111,15,Mid-Day,Mid-Day,1,1,coach
MIA,0,1,292,8,596,113,15,Mid-Day,Night,1,1,coach
MIA,0,1,292,3,596,115,15,Morning,Mid-Day,1,1,coach
MIA,0,0,341,1,1792,518,15,Morning,Mid-Day,1,2,coach
MIA,0,1,385,7,596,113,15,Mid-Day,Mid-Day,1,1,coach
MIA,0,0,388,7,1649,496,15,Mid-Day,Night,1,2,coach
MIA,0,0,388,4,1649,633,15,Mid-Day,Night,1,2,coach
MIA,0,0,440,1,1649,407,15,Mid-Day,Night,1,2,coach
MIA,0,0,448,5,1649,334,15,Morning,Mid-Day,2,2,coach
MIA,0,0,471,1,1649,351,15,Night,Night,2,2,coach
MIA,0,0,503,5,1866,544,15,Mid-Day,Night,1,2,coach
MIA,0,0,534,1,1464,393,15,Mid-Day,Night,1,2,coach
MIA,0,0,537,1,1649,361,15,Morning,Mid-Day,1,2,coach
MIA,0,0,547,1,1464,384,15,Mid-Day,Mid-Day,1,2,coach
